"FY_YEAR","ORG_ROLL_NM","ORG_SHRT_NM","SORG_ROLL_CD","DOD_GRP_NM","DOD_OCC_NM","POS_TYP_CD","TOTAL"
"2015","Navy","USN","R","Signal Intelligence/Electronic Warfare","Intercept Operators (Code and Non-Code)","E",5914
"2015","Navy","USN","R","General Officers and executives, N.E.C.","General and Flag","O",216
"2015","Navy","USN","R","Supply, Procurement and Allied Officers","Supply","O",2403
"2015","Navy","USN","R","Supply, Procurement and Allied Officers","Food Service","O",47
"2015","Navy","USN","R","Supply, Procurement and Allied Officers","Transportation","O",1
"2015","Navy","USN","R","Artillery/Gunnery, Rockets, and Missiles","Artillery and Gunnery","E",4115
"2015","Navy","USNR","V","Weather","Weather, General","E",424
"2015","Navy","USNR","V","Air Crew","Air Crew, General","E",1829
"2015","Navy","USNR","V","Infantry","Special Forces","E",346
"2015","Navy","USNR","V","Infantry","Infantry, General","E",14
"2015","Navy","USNR","V","Infantry","Military Training Instructor","E",9
"2015","Navy","USNR","V","Musicians","Musicians, General","E",70
"2015","Navy","USNR","V","Personnel","Personnel, General","E",13
"2015","Navy","USNR","V","Personnel","Recruiting and Counseling","E",576
"2015","Navy","USNR","V","Utilities","Electricians","E",1149
"2015","Navy","USNR","V","Utilities","Utilities, General","E",899
"2015","Navy","USNR","V","Automotive","Automotive, General","E",39
"2015","Navy","USNR","V","Automotive","Construction Equipment","E",1894
"2015","Navy","USNR","V","Seamanship","Boatswains","E",4794
"2015","Navy","USNR","V","Seamanship","Navigators","E",1095
"2015","Navy","USNR","V","Seamanship","Seamanship, General","E",500
"2015","Navy","USNR","V","Seamanship","Small Boat Operators","E",2
"2015","Navy","USNR","V","Dental Care","Dental Hygiene","E",2
"2015","Navy","USNR","V","Dental Care","Dental Laboratory","E",19
"2015","Navy","USNR","V","Photography","Photography, General","E",6
"2015","Navy","USNR","V","Radio/Radar","Radio/Radar, General","E",3466
"2015","Navy","USNR","V","Radio/Radar","Navigation, Communication and Countermeasure, N.E.C.","E",3058
"2015","Navy","USNR","V","Construction","Steelworking","E",821
"2015","Navy","USNR","V","Construction","Construction, General","E",2561
"2015","Navy","USNR","V","Construction","Construction Equipment Operation","E",2272
"2015","Navy","USNR","V","Food Service","Food Service, General","E",2099
"2015","Navy","USNR","V","Intelligence","Image Interpretation","E",2778
"2015","Navy","USNR","V","Medical Care","Expeditionary Medical Services","E",1
"2015","Navy","USNR","V","Medical Care","Medical Care and Treatment, General","E",10639
"2015","Navy","USNR","V","Metalworking","Machinists","E",438
"2015","Navy","USNR","V","ADP Computers","ADP Computers, General","E",4510
"2015","Navy","USNR","V","Administration","Legal","E",253
"2015","Navy","USNR","V","Administration","Administration, General","E",3823
"2015","Navy","USNR","V","Administrators","Police","O",148
"2015","Navy","USNR","V","Administrators","Pictorial","O",3
"2015","Navy","USNR","V","Administrators","Information","O",326
"2015","Navy","USNR","V","Administrators","Data Processing","O",282
"2015","Navy","USNR","V","Administrators","Manpower and Personnel","O",439
"2015","Navy","USNR","V","Administrators","Administrators, General","O",2320
"2015","Navy","USNR","V","Administrators","Comptrollers and Fiscal","O",132
"2015","Navy","USNR","V","Administrators","Training Administrators","O",92
"2015","Navy","USNR","V","Law Enforcement","Corrections","E",2
"2015","Navy","USNR","V","Law Enforcement","Law Enforcement, General","E",5920
"2015","Navy","USNR","V","Sonar Equipment","Sonar, General","E",1042
"2015","Navy","USNR","V","Personal Service","Laundry and Personal Service, General","E",1
"2015","Navy","USNR","V","Unknown, Officer","Unknown, Officer","O",2166
"2015","Navy","USNR","V","Unknown, Enlisted","Unknown, Enlisted","E",5095
"2015","Navy","USNR","V","Clerical/Personnel","Combined Personnel and Administration, General","E",1904
"2015","Navy","USNR","V","Clerical/Personnel","First Sergeants, Sergeants Major, and Leading Chiefs","E",2
"2015","Navy","USNR","V","Wire Communications","Interior Communications","E",570
"2015","Navy","USNR","V","Health Care Officers","Nurses","O",41
"2015","Navy","USNR","V","Health Care Officers","Urology","O",27
"2015","Navy","USNR","V","Health Care Officers","Dentists","O",34
"2015","Navy","USNR","V","Health Care Officers","Pharmacy","O",63
"2015","Navy","USNR","V","Health Care Officers","Podiatry","O",19
"2015","Navy","USNR","V","Health Care Officers","Dietician","O",30
"2015","Navy","USNR","V","Health Care Officers","Neurology","O",9
"2015","Navy","USNR","V","Health Care Officers","Optometry","O",40
"2015","Navy","USNR","V","Health Care Officers","Pathology","O",16
"2015","Navy","USNR","V","Health Care Officers","Entomology","O",15
"2015","Navy","USNR","V","Health Care Officers","Physicians","O",125
"2015","Navy","USNR","V","Health Care Officers","Physiology","O",17
"2015","Navy","USNR","V","Health Care Officers","Psychiatry","O",46
"2015","Navy","USNR","V","Health Care Officers","Dermatology","O",19
"2015","Navy","USNR","V","Health Care Officers","Endodontics","O",25
"2015","Navy","USNR","V","Health Care Officers","Pedodontics","O",12
"2015","Navy","USNR","V","Health Care Officers","Social Work","O",15
"2015","Navy","USNR","V","Health Care Officers","Biochemistry","O",14
"2015","Navy","USNR","V","Health Care Officers","Microbiology","O",8
"2015","Navy","USNR","V","Health Care Officers","Orthodontics","O",11
"2015","Navy","USNR","V","Health Care Officers","Periodontics","O",13
"2015","Navy","USNR","V","Health Care Officers","Nurse Midwife","O",18
"2015","Navy","USNR","V","Health Care Officers","Ophthalmology","O",18
"2015","Navy","USNR","V","Health Care Officers","Anesthesiology","O",93
"2015","Navy","USNR","V","Health Care Officers","Prosthodontics","O",11
"2015","Navy","USNR","V","Health Care Officers","Family Practice","O",145
"2015","Navy","USNR","V","Health Care Officers","General Surgery","O",103
"2015","Navy","USNR","V","Health Care Officers","General Medicine","O",112
"2015","Navy","USNR","V","Health Care Officers","Nuclear Medicine","O",1
"2015","Navy","USNR","V","Health Care Officers","Obstetrics Nurse","O",122
"2015","Navy","USNR","V","Health Care Officers","Physical Therapy","O",62
"2015","Navy","USNR","V","Health Care Officers","General Dentistry","O",398
"2015","Navy","USNR","V","Health Care Officers","Internal Medicine","O",151
"2015","Navy","USNR","V","Health Care Officers","Nurse Anesthetist","O",152
"2015","Navy","USNR","V","Health Care Officers","Nursing Education","O",6
"2015","Navy","USNR","V","Health Care Officers","Undersea Medicine","O",17
"2015","Navy","USNR","V","Health Care Officers","Emergency Medicine","O",91
"2015","Navy","USNR","V","Health Care Officers","Industrial Hygiene","O",24
"2015","Navy","USNR","V","Health Care Officers","Orthopedic Surgery","O",62
"2015","Navy","USNR","V","Health Care Officers","Critical Care Nurse","O",437
"2015","Navy","USNR","V","Health Care Officers","Mental Health Nurse","O",89
"2015","Navy","USNR","V","Health Care Officers","Otorhinolaryngology","O",21
"2015","Navy","USNR","V","Health Care Officers","Pediatrics, General","O",28
"2015","Navy","USNR","V","Health Care Officers","Physician Assistant","O",92
"2015","Navy","USNR","V","Health Care Officers","Preventive Medicine","O",4
"2015","Navy","USNR","V","Health Care Officers","Audiology and Speech","O",4
"2015","Navy","USNR","V","Health Care Officers","Clinical Laboratory ","O",42
"2015","Navy","USNR","V","Health Care Officers","Neurological Surgery","O",23
"2015","Navy","USNR","V","Health Care Officers","Occupational Therapy","O",10
"2015","Navy","USNR","V","Health Care Officers","Operating Room Nurse","O",193
"2015","Navy","USNR","V","Health Care Officers","Psychology, Clinical","O",51
"2015","Navy","USNR","V","Health Care Officers","Obstetrics/Gynecology","O",35
"2015","Navy","USNR","V","Health Care Officers","Occupational Medicine","O",12
"2015","Navy","USNR","V","Health Care Officers","Radiology, Diagnostic","O",44
"2015","Navy","USNR","V","Health Care Officers","Community Health Nurse","O",12
"2015","Navy","USNR","V","Health Care Officers","Emergency/Trauma Nurse","O",227
"2015","Navy","USNR","V","Health Care Officers","Medical/Surgical Nurse","O",687
"2015","Navy","USNR","V","Health Care Officers","Radiology, Therapeutic","O",2
"2015","Navy","USNR","V","Health Care Officers","Comprehensive Dentistry","O",12
"2015","Navy","USNR","V","Health Care Officers","Nuclear Medical Science","O",9
"2015","Navy","USNR","V","Health Care Officers","General and Other Nurses","O",229
"2015","Navy","USNR","V","Health Care Officers","Psychology, Non-Clinical","O",6
"2015","Navy","USNR","V","Health Care Officers","Family Nurse Practitioner","O",98
"2015","Navy","USNR","V","Health Care Officers","Oral Maxillofacial Surgery","O",33
"2015","Navy","USNR","V","Health Care Officers","Pediatrics, Subspecialties","O",8
"2015","Navy","USNR","V","Health Care Officers","Pediatric Nurse Practitioner","O",17
"2015","Navy","USNR","V","Health Care Officers","Environmental Health Services","O",52
"2015","Navy","USNR","V","Health Care Officers","Health Services Administration","O",289
"2015","Navy","USNR","V","Health Care Officers","Nursing Service Administration","O",17
"2015","Navy","USNR","V","Health Care Officers","Mental Health Nurse Practitioner","O",13
"2015","Navy","USNR","V","Health Care Officers","Physical/Rehabilitation Medicine","O",3
"2015","Navy","USNR","V","Health Care Officers","Women's Health Nurse Practitioner","O",8
"2015","Navy","USNR","V","Health Care Officers","Neonatal Intensive Care Unit Nurse","O",38
"2015","Navy","USNR","V","Health Care Officers","Aviation/Aerospace Medicine Non-Residency Trained","O",63
"2015","Navy","USNR","V","Health Care Officers","Aviation/Aerospace Medicine, Residency Trained Aerospace","O",4
"2015","Navy","USNR","V","Shipboard Propulsion","Auxiliaries","E",2688
"2015","Navy","USNR","V","Shipboard Propulsion","Main Propulsion","E",3706
"2015","Navy","USNR","V","Intelligence Officers","Intelligence, General","O",2904
"2015","Navy","USNR","V","Intelligence Officers","Communications Intelligence","O",444
"2015","Navy","USNR","V","Armament and Munitions","Aviation Ordnance","E",2171
"2015","Navy","USNR","V","Armament and Munitions","Mines and Degaussing","E",588
"2015","Navy","USNR","V","Other Functional Support","Transportation","E",24
"2015","Navy","USNR","V","Other Functional Support","Supply Administration","E",5658
"2015","Navy","USNR","V","Other Functional Support","Aviation Maintenance Records and Reports","E",846
"2015","Navy","USNR","V","Information and Education","Information and Education, General","E",449
"2015","Navy","USNR","V","Non-Occupational, Officer","Students","O",280
"2015","Navy","USNR","V","Non-Occupational, Officer","Non-Occupational, Other","O",413
"2015","Navy","USNR","V","Other Craftworkers, N.E.C.","Other Craftworkers, N.E.C., General","E",2539
"2015","Navy","USNR","V","Power Generating Equipment","Electric Power","E",1954
"2015","Navy","USNR","V","Not Occupationally Qualified","Not Occupationally Qualified, General","E",2597
"2015","Navy","USNR","V","Ordnance Disposal and Diving","Divers","E",144
"2015","Navy","USNR","V","Ordnance Disposal and Diving","EOD/UDT","E",57
"2015","Navy","USNR","V","Scientists and Professionals","Legal","O",642
"2015","Navy","USNR","V","Scientists and Professionals","Chaplains","O",292
"2015","Navy","USNR","V","Scientists and Professionals","Meteorologists","O",4
"2015","Navy","USNR","V","Scientists and Professionals","Social Scientists","O",6
"2015","Navy","USNR","V","Scientists and Professionals","Physical Scientists","O",455
"2015","Navy","USNR","V","Scientists and Professionals","Educators and Instructors","O",13
"2015","Navy","USNR","V","Scientists and Professionals","Community Activities Officers","O",15
"2015","Navy","USNR","V","Scientists and Professionals","Mathematicians and Statisticians","O",140
"2015","Navy","USNR","V","Scientists and Professionals","Scientists and Professionals, N.E.C.","O",17
"2015","Navy","USNR","V","Scientists and Professionals","Research and Development Coordinators","O",72
"2015","Navy","USNR","V","Tactical Operations Officers","Aircraft Crews","O",1236
"2015","Navy","USNR","V","Tactical Operations Officers","Operations Staff","O",50
"2015","Navy","USNR","V","Tactical Operations Officers","Ground and Naval Arms","O",4765
"2015","Navy","USNR","V","Tactical Operations Officers","Other Fixed-Wing Pilots","O",4405
"2015","Navy","USNR","V","Aircraft and Aircraft Related","Aircraft Engines","E",2266
"2015","Navy","USNR","V","Aircraft and Aircraft Related","Aircraft, General","E",185
"2015","Navy","USNR","V","Aircraft and Aircraft Related","Aircraft Structures","E",3267
"2015","Navy","USNR","V","Aircraft and Aircraft Related","Aircraft Accessories","E",2504
"2015","Navy","USNR","V","Aircraft and Aircraft Related","Aircraft Launch Equipment","E",3192
"2015","Navy","USNR","V","Radar and Air Traffic Control","Radar","E",2811
"2015","Navy","USNR","V","Radar and Air Traffic Control","Air Traffic Control Radar","E",404
"2015","Navy","USNR","V","Religious, Morale and Welfare","Chaplain's Assistants","E",419
"2015","Navy","USNR","V","Technical Specialists, N.E.C.","Physical Science Laboratory","E",1
"2015","Navy","USNR","V","Forward Area Equipment Support","Forward Area Equipment Support, General","E",546
"2015","Navy","USNR","V","Accounting, Finance and Disbursing","Disbursing","E",4
"2015","Navy","USNR","V","Material Receipt, Storage and Issue","Sales Store","E",785
"2015","Navy","USNR","V","Engineering and Maintenance Officers","Other","O",3122
"2015","Navy","USNR","V","Engineering and Maintenance Officers","Ordnance","O",4
"2015","Navy","USNR","V","Engineering and Maintenance Officers","Ship Machinery","O",1696
"2015","Navy","USNR","V","Engineering and Maintenance Officers","Missile Maintenance","O",38
"2015","Navy","USNR","V","Engineering and Maintenance Officers","Electrical/Electronic","O",100
"2015","Navy","USNR","V","Engineering and Maintenance Officers","Communications and Radar","O",24
"2015","Navy","USNR","V","Engineering and Maintenance Officers","Construction and Utilities","O",1008
"2015","Navy","USNR","V","Engineering and Maintenance Officers","Aviation Maintenance and Allied","O",663
"2015","Navy","USNR","V","Engineering and Maintenance Officers","Ship Construction and Maintenance","O",11
"2015","Navy","USNR","V","Missile Guidance, Control and Checkout","Torpedo Repair","E",8
"2015","Navy","USNR","V","Missile Guidance, Control and Checkout","Missile Guidance and Control","E",1301
"2015","Navy","USNR","V","Signal Intelligence/Electronic Warfare","Analysis","E",831
"2015","Navy","USNR","V","Signal Intelligence/Electronic Warfare","Electronic Countermeasures","E",6
"2015","Navy","USNR","V","Signal Intelligence/Electronic Warfare","Intercept Operators (Code and Non-Code)","E",1592
"2015","Navy","USNR","V","General Officers and executives, N.E.C.","General and Flag","O",69
"2015","Navy","USNR","V","Supply, Procurement and Allied Officers","Supply","O",1560
"2015","Navy","USNR","V","Supply, Procurement and Allied Officers","Food Service","O",1
"2015","Navy","USNR","V","Supply, Procurement and Allied Officers","Transportation","O",9
"2015","Navy","USNR","V","Supply, Procurement and Allied Officers","Logistics, General","O",39
"2015","Navy","USNR","V","Supply, Procurement and Allied Officers","Procurement and Production","O",97
"2015","Navy","USNR","V","Supply, Procurement and Allied Officers","Supply, Procurement and Allied Officers, Others","O",11
"2015","Navy","USNR","V","Artillery/Gunnery, Rockets, and Missiles","Artillery and Gunnery","E",2211
"2015","Air Force","ANG","G","Weather","Weather, General","E",397
"2015","Air Force","ANG","G","Air Crew","Air Crew, General","E",2004
"2015","Air Force","ANG","G","Infantry","Military Training Instructor","E",71
"2015","Air Force","ANG","G","Musicians","Musicians, General","E",231
"2015","Air Force","ANG","G","Personnel","Personnel, General","E",2223
"2015","Air Force","ANG","G","Personnel","Recruiting and Counseling","E",664
"2015","Air Force","ANG","G","Utilities","Electricians","E",470
"2015","Air Force","ANG","G","Utilities","Utilities, General","E",1274
"2015","Air Force","ANG","G","Automotive","Automotive, General","E",1170
"2015","Air Force","ANG","G","Dental Care","Dental Hygiene","E",1
"2015","Air Force","ANG","G","Dental Care","Dental Laboratory","E",9
"2015","Air Force","ANG","G","Dental Care","Dental Care, General","E",251
"2015","Air Force","ANG","G","Photography","Photography, General","E",156
"2015","Air Force","ANG","G","Radio/Radar","Communications Radio","E",2604
"2015","Air Force","ANG","G","Radio/Radar","Air Traffic Control Radar","E",346
"2015","Air Force","ANG","G","Radio/Radar","Navigation, Communication and Countermeasure, N.E.C.","E",406
"2015","Air Force","ANG","G","Construction","Construction, General","E",2227
"2015","Air Force","ANG","G","Food Service","Food Service, General","E",2508
"2015","Air Force","ANG","G","Food Service","Stewards and Enlisted Aides","E",2
"2015","Air Force","ANG","G","Intelligence","Image Interpretation","E",1014
"2015","Air Force","ANG","G","Intelligence","Operational Intelligence","E",1585
"2015","Air Force","ANG","G","Medical Care","Respiratory Therapy Services","E",67
"2015","Air Force","ANG","G","Medical Care","Operating Room Services/Surgery","E",22
"2015","Air Force","ANG","G","Medical Care","Independent Duty Hospital Services","E",15
"2015","Air Force","ANG","G","Medical Care","Medical Care and Treatment, General","E",2088
"2015","Air Force","ANG","G","Medical Care","Physical/Occupational Therapy Services","E",9
"2015","Air Force","ANG","G","Medical Care","Behavioral Sciences/Mental Health Services","E",12
"2015","Air Force","ANG","G","Metalworking","Metal Body Repair","E",124
"2015","Air Force","ANG","G","Metalworking","Metalworking, General","E",625
"2015","Air Force","ANG","G","ADP Computers","ADP Computers, General","E",896
"2015","Air Force","ANG","G","Administration","Legal","E",128
"2015","Air Force","ANG","G","Administration","Administration, General","E",1900
"2015","Air Force","ANG","G","Administrators","Police","O",156
"2015","Air Force","ANG","G","Administrators","Inspection","O",140
"2015","Air Force","ANG","G","Administrators","Information","O",198
"2015","Air Force","ANG","G","Administrators","Morale and Welfare","O",8
"2015","Air Force","ANG","G","Administrators","Manpower and Personnel","O",800
"2015","Air Force","ANG","G","Administrators","Administrators, General","O",186
"2015","Air Force","ANG","G","Administrators","Comptrollers and Fiscal","O",215
"2015","Air Force","ANG","G","Administrators","Training Administrators","O",2
"2015","Air Force","ANG","G","Data Processing","Programmers","E",9
"2015","Air Force","ANG","G","Data Processing","Operations/Analysts","E",2066
"2015","Air Force","ANG","G","Law Enforcement","Investigations","E",4
"2015","Air Force","ANG","G","Law Enforcement","Law Enforcement, General","E",7181
"2015","Air Force","ANG","G","Motor Transport","Motor Vehicle Operators","E",521
"2015","Air Force","ANG","G","Unknown, Officer","Unknown, Officer","O",594
"2015","Air Force","ANG","G","Unknown, Enlisted","Unknown, Enlisted","E",722
"2015","Air Force","ANG","G","Clerical/Personnel","First Sergeants, Sergeants Major, and Leading Chiefs","E",856
"2015","Air Force","ANG","G","Wire Communications","Linemen","E",536
"2015","Air Force","ANG","G","Wire Communications","Central Office","E",1810
"2015","Air Force","ANG","G","Health Care Officers","Urology","O",2
"2015","Air Force","ANG","G","Health Care Officers","Pharmacy","O",38
"2015","Air Force","ANG","G","Health Care Officers","Neurology","O",1
"2015","Air Force","ANG","G","Health Care Officers","Optometry","O",94
"2015","Air Force","ANG","G","Health Care Officers","Cardiology","O",1
"2015","Air Force","ANG","G","Health Care Officers","Psychiatry","O",1
"2015","Air Force","ANG","G","Health Care Officers","Dermatology","O",1
"2015","Air Force","ANG","G","Health Care Officers","Endodontics","O",2
"2015","Air Force","ANG","G","Health Care Officers","Social Work","O",1
"2015","Air Force","ANG","G","Health Care Officers","Flight Nurse","O",227
"2015","Air Force","ANG","G","Health Care Officers","Microbiology","O",2
"2015","Air Force","ANG","G","Health Care Officers","Endocrinology","O",1
"2015","Air Force","ANG","G","Health Care Officers","Anesthesiology","O",15
"2015","Air Force","ANG","G","Health Care Officers","Family Practice","O",61
"2015","Air Force","ANG","G","Health Care Officers","General Surgery","O",10
"2015","Air Force","ANG","G","Health Care Officers","Plastic Surgery","O",1
"2015","Air Force","ANG","G","Health Care Officers","General Medicine","O",10
"2015","Air Force","ANG","G","Health Care Officers","Obstetrics Nurse","O",1
"2015","Air Force","ANG","G","Health Care Officers","Physical Therapy","O",7
"2015","Air Force","ANG","G","Health Care Officers","General Dentistry","O",107
"2015","Air Force","ANG","G","Health Care Officers","Internal Medicine","O",38
"2015","Air Force","ANG","G","Health Care Officers","Nurse Anesthetist","O",7
"2015","Air Force","ANG","G","Health Care Officers","Pulmonary Disease","O",1
"2015","Air Force","ANG","G","Health Care Officers","Emergency Medicine","O",32
"2015","Air Force","ANG","G","Health Care Officers","Executive Medicine","O",25
"2015","Air Force","ANG","G","Health Care Officers","Orthopedic Surgery","O",8
"2015","Air Force","ANG","G","Health Care Officers","Critical Care Nurse","O",118
"2015","Air Force","ANG","G","Health Care Officers","Executive Dentistry","O",3
"2015","Air Force","ANG","G","Health Care Officers","Mental Health Nurse","O",1
"2015","Air Force","ANG","G","Health Care Officers","Pediatrics, General","O",1
"2015","Air Force","ANG","G","Health Care Officers","Physician Assistant","O",195
"2015","Air Force","ANG","G","Health Care Officers","Preventive Medicine","O",3
"2015","Air Force","ANG","G","Health Care Officers","Clinical Laboratory ","O",8
"2015","Air Force","ANG","G","Health Care Officers","Operating Room Nurse","O",17
"2015","Air Force","ANG","G","Health Care Officers","Psychology, Clinical","O",2
"2015","Air Force","ANG","G","Health Care Officers","Obstetrics/Gynecology","O",2
"2015","Air Force","ANG","G","Health Care Officers","Radiology, Diagnostic","O",2
"2015","Air Force","ANG","G","Health Care Officers","Emergency/Trauma Nurse","O",44
"2015","Air Force","ANG","G","Health Care Officers","Medical/Surgical Nurse","O",337
"2015","Air Force","ANG","G","Health Care Officers","Comprehensive Dentistry","O",18
"2015","Air Force","ANG","G","Health Care Officers","Hematology and Oncology","O",2
"2015","Air Force","ANG","G","Health Care Officers","Family Nurse Practitioner","O",49
"2015","Air Force","ANG","G","Health Care Officers","Bioenvironmental Engineering ","O",117
"2015","Air Force","ANG","G","Health Care Officers","Critical Care/Trauma, Surgery","O",2
"2015","Air Force","ANG","G","Health Care Officers","Environmental Health Services","O",85
"2015","Air Force","ANG","G","Health Care Officers","Critical Care/Trauma, Medicine","O",7
"2015","Air Force","ANG","G","Health Care Officers","Health Services Administration","O",433
"2015","Air Force","ANG","G","Health Care Officers","Nursing Service Administration","O",62
"2015","Air Force","ANG","G","Health Care Officers","Women's Health Nurse Practitioner","O",3
"2015","Air Force","ANG","G","Health Care Officers","Aviation/Aerospace Medicine Non-Residency Trained","O",82
"2015","Air Force","ANG","G","Health Care Officers","Other Biomedical Science and Allied Health Officers","O",6
"2015","Air Force","ANG","G","Health Care Officers","Aviation/Aerospace Medicine, Residency Trained Aerospace","O",20
"2015","Air Force","ANG","G","Health Care Officers","Aviation/Aerospace Medicine, Residency Trained Other Than Aerospace","O",241
"2015","Air Force","ANG","G","Radio and Radio Code","Radio Code","E",202
"2015","Air Force","ANG","G","Intelligence Officers","Counterintelligence","O",2
"2015","Air Force","ANG","G","Intelligence Officers","Intelligence, General","O",971
"2015","Air Force","ANG","G","Armament and Munitions","Ammunition Repair","E",1762
"2015","Air Force","ANG","G","Armament and Munitions","Aviation Ordnance","E",2084
"2015","Air Force","ANG","G","Other Functional Support","Transportation","E",2330
"2015","Air Force","ANG","G","Other Functional Support","Flight Operations","E",781
"2015","Air Force","ANG","G","Other Functional Support","Functional Analysis","E",875
"2015","Air Force","ANG","G","Other Functional Support","Supply Administration","E",3467
"2015","Air Force","ANG","G","Undesignated Occupations","Undesignated Occupations, General","E",72
"2015","Air Force","ANG","G","Ancillary Medical Support","Pharmacy","E",17
"2015","Air Force","ANG","G","Ancillary Medical Support","Radiology","E",23
"2015","Air Force","ANG","G","Ancillary Medical Support","Biomedical Laboratory Services","E",121
"2015","Air Force","ANG","G","Combat Operations Control","Combat Operations Control, General","E",1305
"2015","Air Force","ANG","G","Information and Education","Information and Education, General","E",817
"2015","Air Force","ANG","G","Non-Occupational, Officer","Students","O",268
"2015","Air Force","ANG","G","Non-Occupational, Officer","Non-Occupational, Other","O",4
"2015","Air Force","ANG","G","Nuclear Weapons Equipment","Nuclear Weapons Equipment Repair, General","E",18
"2015","Air Force","ANG","G","Other Electronic Equipment","Electronic Instruments, N.E.C.","E",2940
"2015","Air Force","ANG","G","Power Generating Equipment","Electric Power","E",787
"2015","Air Force","ANG","G","Fabric, Leather, and Rubber","Fabric, Leather, and Rubber, General","E",435
"2015","Air Force","ANG","G","Not Occupationally Qualified","Not Occupationally Qualified, General","E",7023
"2015","Air Force","ANG","G","Ordnance Disposal and Diving","EOD/UDT","E",99
"2015","Air Force","ANG","G","Scientists and Professionals","Legal","O",299
"2015","Air Force","ANG","G","Scientists and Professionals","Chaplains","O",268
"2015","Air Force","ANG","G","Scientists and Professionals","Psychologists","O",2
"2015","Air Force","ANG","G","Scientists and Professionals","Meteorologists","O",73
"2015","Air Force","ANG","G","Scientists and Professionals","Physical Scientists","O",12
"2015","Air Force","ANG","G","Scientists and Professionals","Educators and Instructors","O",17
"2015","Air Force","ANG","G","Scientists and Professionals","Research and Development Coordinators","O",6
"2015","Air Force","ANG","G","Tactical Operations Officers","Missiles","O",16
"2015","Air Force","ANG","G","Tactical Operations Officers","Aircraft Crews","O",560
"2015","Air Force","ANG","G","Tactical Operations Officers","Operations Staff","O",765
"2015","Air Force","ANG","G","Tactical Operations Officers","Helicopter Pilots","O",77
"2015","Air Force","ANG","G","Tactical Operations Officers","Ground and Naval Arms","O",104
"2015","Air Force","ANG","G","Tactical Operations Officers","Other Fixed-Wing Pilots","O",2432
"2015","Air Force","ANG","G","Tactical Operations Officers","Unmanned Vehicle (UV) Operators","O",353
"2015","Air Force","ANG","G","Tactical Operations Officers","Fixed-Wing Fighter and Bomber Pilots","O",1025
"2015","Air Force","ANG","G","Aircraft and Aircraft Related","Aircraft Engines","E",2278
"2015","Air Force","ANG","G","Aircraft and Aircraft Related","Aircraft, General","E",8193
"2015","Air Force","ANG","G","Aircraft and Aircraft Related","Aircraft Structures","E",1108
"2015","Air Force","ANG","G","Aircraft and Aircraft Related","Aircraft Accessories","E",4598
"2015","Air Force","ANG","G","Radar and Air Traffic Control","Radar","E",1030
"2015","Air Force","ANG","G","Radar and Air Traffic Control","Air Traffic Control Radar","E",407
"2015","Air Force","ANG","G","Religious, Morale and Welfare","Chaplain's Assistants","E",152
"2015","Air Force","ANG","G","Technical Specialists, N.E.C.","Safety","E",205
"2015","Air Force","ANG","G","Technical Specialists, N.E.C.","Firefighting and Damage Control","E",1795
"2015","Air Force","ANG","G","Technical Specialists, N.E.C.","Other Technical Specialists and Assistants","E",10
"2015","Air Force","ANG","G","Technical Specialists, N.E.C.","Nuclear, Biological, and Chemical Warfare Specialists","E",669
"2015","Air Force","ANG","G","Forward Area Equipment Support","Forward Area Equipment Support, General","E",1032
"2015","Air Force","ANG","G","Officer Candidates and Students","Cadets and Other Officer Candidates","E",51
"2015","Air Force","ANG","G","Missile Mechanical and Electrical","Missile Mechanic","E",6
"2015","Air Force","ANG","G","Missile Mechanical and Electrical","Missile Launch and Support Facilities","E",14
"2015","Air Force","ANG","G","Accounting, Finance and Disbursing","Auditing and Accounting","E",949
"2015","Air Force","ANG","G","Material Receipt, Storage and Issue","Missile Fuel and Petroleum","E",1007
"2015","Air Force","ANG","G","Unmanned Vehicle Systems Operations","Unmanned Vehicle System (UVS) Operators, General","E",348
"2015","Air Force","ANG","G","Engineering and Maintenance Officers","Ordnance","O",8
"2015","Air Force","ANG","G","Engineering and Maintenance Officers","Electrical/Electronic","O",14
"2015","Air Force","ANG","G","Engineering and Maintenance Officers","Communications and Radar","O",776
"2015","Air Force","ANG","G","Engineering and Maintenance Officers","Construction and Utilities","O",549
"2015","Air Force","ANG","G","Engineering and Maintenance Officers","Aviation Maintenance and Allied","O",564
"2015","Air Force","ANG","G","Medical Administration and Logistics","Medical Logistics","E",234
"2015","Air Force","ANG","G","Medical Administration and Logistics","Medical Administration","E",527
"2015","Air Force","ANG","G","Biomedical Sciences and Allied Health","Physiology","E",6
"2015","Air Force","ANG","G","Biomedical Sciences and Allied Health","Diet Therapy","E",11
"2015","Air Force","ANG","G","Biomedical Sciences and Allied Health","Ophthalmology/Optometry","E",92
"2015","Air Force","ANG","G","Biomedical Sciences and Allied Health","Bioenvironmental Engineering ","E",291
"2015","Air Force","ANG","G","Biomedical Sciences and Allied Health","Environmental Health/Preventive Medicine Services","E",224
"2015","Air Force","ANG","G","Biomedical Sciences and Allied Health","Biomedical Equipment Maintenance & Repair Services","E",144
"2015","Air Force","ANG","G","Missile Guidance, Control and Checkout","Missile Guidance and Control","E",22
"2015","Air Force","ANG","G","Signal Intelligence/Electronic Warfare","Analysis","E",259
"2015","Air Force","ANG","G","Signal Intelligence/Electronic Warfare","Intercept Operators (Code and Non-Code)","E",139
